Date,DayOfWeek,FoodItem,Category,Quantity,PricePerItem,TotalSales,CustomerType,Weather,SpecialEvent
2024-07-03,Wednesday,Coffee,Drink,1,28.27,28.27,New,Windy,None
2024-07-08,Monday,Burger,Main Course,4,21.66,86.64,Occasional,Sunny,None
2025-02-21,Friday,Tacos,Main Course,5,28.93,144.65,New,Cold,Holiday
2024-11-15,Friday,Burger,Main Course,4,22.25,89.0,New,Sunny,None
2024-05-23,Thursday,Pasta,Main Course,1,26.96,26.96,Regular,Windy,None
2024-06-06,Thursday,Sushi,Main Course,2,6.8,13.6,Regular,Windy,Weekend Special
2024-10-07,Monday,Salad,Appetizer,6,27.01,162.06,New,Rainy,Discount Day
2024-06-06,Thursday,Steak,Main Course,6,24.0,144.0,Regular,Cold,None
2025-01-03,Friday,Steak,Main Course,3,6.14,18.42,Regular,Sunny,None
2025-01-26,Sunday,Ice Cream,Dessert,10,28.51,285.1,Regular,Sunny,None
2024-08-08,Thursday,Tacos,Main Course,9,6.47,58.23,New,Cloudy,None
2024-06-07,Friday,Sushi,Main Course,1,24.46,24.46,Occasional,Stormy,None
2024-12-06,Friday,Pasta,Main Course,4,21.56,86.24,New,Cold,None
2024-04-05,Friday,Steak,Main Course,4,5.51,22.04,Regular,Stormy,None
2024-07-16,Tuesday,Pasta,Main Course,6,13.2,79.2,Regular,Cloudy,None
2024-08-01,Thursday,Burger,Main Course,2,17.33,34.66,Occasional,Cold,None
2025-02-15,Saturday,Tacos,Main Course,3,12.15,36.45,Regular,Cold,None
2024-05-30,Thursday,Burger,Main Course,3,21.54,64.62,New,Rainy,None
2024-08-14,Wednesday,Salad,Appetizer,5,13.28,66.4,Regular,Sunny,Holiday
2024-09-04,Wednesday,Burger,Main Course,10,6.0,60.0,Occasional,Stormy,Festival
2024-06-19,Wednesday,Burger,Main Course,6,11.11,66.66,New,Windy,None
2024-04-17,Wednesday,Tacos,Main Course,9,11.33,101.97,Regular,Sunny,None
2024-07-17,Wednesday,Tacos,Main Course,8,10.5,84.0,Regular,Sunny,None
2024-07-21,Sunday,Steak,Main Course,8,13.35,106.8,Occasional,Windy,None
2024-07-06,Saturday,Coffee,Drink,8,13.08,104.64,New,Rainy,None
2024-10-20,Sunday,Tea,Drink,10,24.28,242.8,Regular,Stormy,None
2024-12-14,Saturday,Salad,Appetizer,7,21.78,152.46,Occasional,Sunny,Festival
2024-06-01,Saturday,Pasta,Main Course,8,14.25,114.0,New,Sunny,None
2024-04-23,Tuesday,Ice Cream,Dessert,1,22.37,22.37,Regular,Stormy,None
2024-11-22,Friday,Steak,Main Course,3,10.64,31.92,New,Sunny,None
2024-09-10,Tuesday,Tacos,Main Course,3,7.47,22.41,New,Cloudy,None
2024-07-14,Sunday,Pizza,Main Course,6,27.67,166.02,New,Sunny,None
2024-04-15,Monday,Ice Cream,Dessert,1,22.16,22.16,New,Stormy,None
2024-11-07,Thursday,Pizza,Main Course,9,15.91,143.19,New,Cold,None
2024-07-10,Wednesday,Pizza,Main Course,10,27.02,270.2,New,Stormy,None
2024-05-16,Thursday,Ice Cream,Dessert,3,22.6,67.8,Regular,Windy,None
2025-03-23,Sunday,Burger,Main Course,6,27.93,167.58,Regular,Cloudy,None
2024-10-11,Friday,Salad,Appetizer,2,18.69,37.38,Regular,Rainy,None
2024-05-31,Friday,Tea,Drink,8,27.48,219.84,Occasional,Cold,None
2024-09-29,Sunday,Sushi,Main Course,1,21.43,21.43,Occasional,Rainy,None
2024-11-18,Monday,Ice Cream,Dessert,3,5.03,15.09,Regular,Rainy,None
2024-08-27,Tuesday,Coffee,Drink,3,20.63,61.89,Occasional,Rainy,None
2024-07-12,Friday,Pasta,Main Course,1,11.3,11.3,Regular,Stormy,Discount Day
2024-06-26,Wednesday,Salad,Appetizer,3,28.11,84.33,Occasional,Cloudy,None
2024-07-16,Tuesday,Tacos,Main Course,6,19.43,116.58,New,Cloudy,None
2025-02-28,Friday,Pasta,Main Course,1,8.19,8.19,New,Sunny,None
2025-03-14,Friday,Pasta,Main Course,4,26.31,105.24,Regular,Stormy,None
2024-07-30,Tuesday,Pasta,Main Course,2,11.09,22.18,New,Sunny,Festival
2024-07-18,Thursday,Pasta,Main Course,9,7.34,66.06,Regular,Sunny,None
2024-09-07,Saturday,Tacos,Main Course,4,5.07,20.28,Occasional,Sunny,None
2025-03-01,Saturday,Tea,Drink,4,28.37,113.48,Regular,Stormy,None
2024-09-18,Wednesday,Tea,Drink,2,20.28,40.56,Regular,Sunny,None
2024-08-17,Saturday,Pasta,Main Course,10,7.24,72.4,New,Cloudy,Discount Day
2024-12-03,Tuesday,Pizza,Main Course,8,12.46,99.68,Occasional,Sunny,Festival
2024-08-18,Sunday,Pasta,Main Course,10,23.73,237.3,New,Sunny,Weekend Special
2024-12-29,Sunday,Burger,Main Course,5,11.2,56.0,Occasional,Windy,Festival
2025-03-23,Sunday,Pizza,Main Course,10,14.68,146.8,Regular,Windy,None
2024-08-01,Thursday,Salad,Appetizer,2,15.49,30.98,Regular,Sunny,None
2025-02-02,Sunday,Coffee,Drink,6,29.22,175.32,Regular,Stormy,None
2025-02-05,Wednesday,Burger,Main Course,7,10.85,75.95,Regular,Rainy,None
2024-08-06,Tuesday,Coffee,Drink,7,14.05,98.35,Regular,Windy,None
2024-11-12,Tuesday,Sushi,Main Course,5,21.4,107.0,Regular,Stormy,None
2024-11-28,Thursday,Salad,Appetizer,5,20.12,100.6,Regular,Rainy,None
2024-08-05,Monday,Steak,Main Course,1,12.56,12.56,New,Rainy,None
2024-06-10,Monday,Pasta,Main Course,3,14.63,43.89,Regular,Sunny,None
2024-04-21,Sunday,Pasta,Main Course,5,10.41,52.05,Regular,Rainy,Weekend Special
2024-06-09,Sunday,Steak,Main Course,9,22.39,201.51,Regular,Rainy,None
2025-01-25,Saturday,Coffee,Drink,9,20.91,188.19,Occasional,Windy,Holiday
2024-05-11,Saturday,Tea,Drink,10,7.45,74.5,New,Stormy,None
2025-03-01,Saturday,Salad,Appetizer,5,27.69,138.45,New,Cloudy,None
2025-03-03,Monday,Tacos,Main Course,5,10.52,52.6,New,Rainy,Festival
2024-07-05,Friday,Sushi,Main Course,8,29.35,234.8,Regular,Cold,None
2024-05-17,Friday,Steak,Main Course,9,10.9,98.1,Regular,Rainy,Weekend Special
2024-09-02,Monday,Burger,Main Course,4,6.94,27.76,New,Cold,Festival
2024-08-01,Thursday,Coffee,Drink,8,15.14,121.12,Regular,Cloudy,None
2024-07-16,Tuesday,Ice Cream,Dessert,7,27.9,195.3,New,Cold,None
2024-12-21,Saturday,Ice Cream,Dessert,7,19.67,137.69,Occasional,Cold,Holiday
2024-07-25,Thursday,Steak,Main Course,4,14.01,56.04,Regular,Cold,None
2024-11-27,Wednesday,Sushi,Main Course,7,14.67,102.69,New,Windy,None
2024-09-28,Saturday,Pizza,Main Course,7,10.22,71.54,Regular,Sunny,None
2024-06-26,Wednesday,Sushi,Main Course,6,5.55,33.3,New,Sunny,None
2024-04-16,Tuesday,Tea,Drink,5,17.7,88.5,Occasional,Rainy,Holiday
2025-01-24,Friday,Tea,Drink,3,13.08,39.24,Occasional,Windy,None
2024-05-21,Tuesday,Sushi,Main Course,8,9.54,76.32,Occasional,Rainy,None
2024-10-30,Wednesday,Sushi,Main Course,3,10.99,32.97,New,Windy,Discount Day
2024-12-23,Monday,Sushi,Main Course,3,14.62,43.86,Occasional,Cold,None
2025-02-28,Friday,Sushi,Main Course,9,19.59,176.31,Regular,Rainy,Weekend Special
2024-11-20,Wednesday,Pizza,Main Course,5,24.42,122.1,Occasional,Rainy,Holiday
2025-02-20,Thursday,Burger,Main Course,8,19.16,153.28,Regular,Stormy,None
2024-11-21,Thursday,Burger,Main Course,1,18.35,18.35,New,Sunny,None
2024-05-03,Friday,Coffee,Drink,6,27.99,167.94,Regular,Sunny,None
2024-10-28,Monday,Coffee,Drink,8,7.31,58.48,Occasional,Cold,None
2024-12-22,Sunday,Salad,Appetizer,6,25.39,152.34,New,Cloudy,Festival
2024-06-17,Monday,Tacos,Main Course,9,24.94,224.46,Regular,Cloudy,None
2024-10-30,Wednesday,Ice Cream,Dessert,1,7.81,7.81,Regular,Rainy,Festival
2025-02-10,Monday,Burger,Main Course,9,15.27,137.43,Regular,Cloudy,Festival
2024-11-04,Monday,Salad,Appetizer,8,16.57,132.56,Regular,Stormy,None
2024-09-15,Sunday,Steak,Main Course,7,9.71,67.97,Regular,Sunny,None
2024-10-20,Sunday,Burger,Main Course,1,28.13,28.13,New,Cold,Festival
2024-08-02,Friday,Ice Cream,Dessert,9,6.57,59.13,Occasional,Cold,None
2024-11-19,Tuesday,Coffee,Drink,1,5.91,5.91,Occasional,Stormy,Festival
2024-05-16,Thursday,Pasta,Main Course,3,6.64,19.92,Regular,Stormy,None
2025-02-23,Sunday,Salad,Appetizer,2,15.64,31.28,New,Rainy,Discount Day
2024-04-02,Tuesday,Pizza,Main Course,4,24.08,96.32,New,Cloudy,None
2024-07-06,Saturday,Ice Cream,Dessert,3,27.71,83.13,Regular,Rainy,None
2024-07-02,Tuesday,Steak,Main Course,6,22.73,136.38,New,Stormy,None
2024-10-10,Thursday,Burger,Main Course,10,21.12,211.2,New,Cloudy,Festival
2025-01-18,Saturday,Salad,Appetizer,6,8.2,49.2,Regular,Windy,None
2024-04-13,Saturday,Salad,Appetizer,4,8.71,34.84,Regular,Cloudy,Holiday
2024-05-21,Tuesday,Ice Cream,Dessert,4,22.48,89.92,Regular,Windy,None
2024-07-08,Monday,Pasta,Main Course,1,12.18,12.18,Occasional,Cloudy,None
2024-04-24,Wednesday,Salad,Appetizer,6,10.64,63.84,Regular,Stormy,None
2024-09-23,Monday,Steak,Main Course,1,16.74,16.74,Regular,Sunny,None
2024-09-08,Sunday,Ice Cream,Dessert,1,17.79,17.79,Regular,Stormy,Holiday
2024-04-05,Friday,Pizza,Main Course,9,25.17,226.53,Occasional,Rainy,None
2024-11-05,Tuesday,Pizza,Main Course,1,17.28,17.28,Regular,Sunny,None
2024-08-15,Thursday,Coffee,Drink,4,27.32,109.28,New,Windy,None
2024-06-07,Friday,Pasta,Main Course,2,29.09,58.18,Regular,Cloudy,None
2024-05-17,Friday,Sushi,Main Course,9,26.49,238.41,New,Stormy,None
2024-11-17,Sunday,Ice Cream,Dessert,5,8.28,41.4,Regular,Rainy,Discount Day
2024-06-07,Friday,Pasta,Main Course,3,28.81,86.43,Occasional,Windy,None
2025-02-23,Sunday,Pizza,Main Course,10,12.3,123.0,Occasional,Cold,None
2024-05-26,Sunday,Tea,Drink,3,22.93,68.79,New,Cloudy,None
2024-10-29,Tuesday,Pasta,Main Course,3,23.36,70.08,Regular,Sunny,None
2024-07-30,Tuesday,Tea,Drink,6,10.28,61.68,New,Stormy,None
2024-12-10,Tuesday,Ice Cream,Dessert,4,6.67,26.68,New,Windy,None
2024-08-26,Monday,Tacos,Main Course,8,11.89,95.12,Occasional,Sunny,None
2025-02-07,Friday,Steak,Main Course,4,26.42,105.68,Occasional,Sunny,None
2024-07-06,Saturday,Steak,Main Course,3,5.34,16.02,New,Rainy,Holiday
2024-04-12,Friday,Pasta,Main Course,7,21.53,150.71,New,Cold,None
2024-10-25,Friday,Salad,Appetizer,10,25.7,257.0,Regular,Cold,None
2025-02-22,Saturday,Steak,Main Course,5,24.77,123.85,Regular,Cold,None
2025-02-02,Sunday,Pizza,Main Course,3,28.42,85.26,New,Cold,None
2024-09-14,Saturday,Sushi,Main Course,2,6.94,13.88,New,Cloudy,None
2024-11-16,Saturday,Tacos,Main Course,5,5.42,27.1,Occasional,Sunny,None
2024-06-02,Sunday,Tacos,Main Course,10,29.62,296.2,New,Stormy,None
2024-11-14,Thursday,Steak,Main Course,3,6.5,19.5,Occasional,Rainy,None
2025-02-10,Monday,Pasta,Main Course,7,29.41,205.87,New,Sunny,None
2024-10-26,Saturday,Ice Cream,Dessert,2,8.4,16.8,New,Rainy,None
2024-06-29,Saturday,Salad,Appetizer,10,11.09,110.9,New,Windy,None
2024-04-06,Saturday,Coffee,Drink,10,21.18,211.8,Regular,Windy,Discount Day
2025-02-12,Wednesday,Ice Cream,Dessert,4,6.85,27.4,Regular,Stormy,None
2025-03-07,Friday,Tea,Drink,3,8.3,24.9,New,Cloudy,Holiday
2024-04-28,Sunday,Ice Cream,Dessert,6,22.39,134.34,Occasional,Windy,None
2024-11-09,Saturday,Coffee,Drink,7,13.81,96.67,Occasional,Rainy,Weekend Special
2024-09-08,Sunday,Tea,Drink,5,10.08,50.4,New,Cloudy,Holiday
2024-04-01,Monday,Steak,Main Course,5,9.71,48.55,Occasional,Cloudy,Holiday
2024-05-01,Wednesday,Tea,Drink,6,9.54,57.24,Regular,Sunny,None
2024-10-15,Tuesday,Tea,Drink,2,13.8,27.6,Regular,Cold,None
2024-06-30,Sunday,Tacos,Main Course,5,29.83,149.15,New,Stormy,Holiday
2024-08-21,Wednesday,Sushi,Main Course,8,5.17,41.36,Regular,Rainy,None
2024-11-06,Wednesday,Coffee,Drink,8,14.89,119.12,Regular,Cloudy,Holiday
2024-08-26,Monday,Ice Cream,Dessert,7,12.44,87.08,Regular,Stormy,Weekend Special
2024-09-07,Saturday,Pizza,Main Course,7,25.41,177.87,Regular,Cold,None
2024-09-02,Monday,Burger,Main Course,5,26.45,132.25,Regular,Stormy,None
2024-10-19,Saturday,Steak,Main Course,4,16.76,67.04,Regular,Cloudy,None
2024-04-02,Tuesday,Sushi,Main Course,10,15.67,156.7,Regular,Stormy,None
2024-05-21,Tuesday,Pizza,Main Course,10,21.25,212.5,Regular,Cloudy,None
2024-06-06,Thursday,Steak,Main Course,4,6.24,24.96,Regular,Stormy,Holiday
2024-09-20,Friday,Pasta,Main Course,6,13.74,82.44,Regular,Rainy,None
2024-07-28,Sunday,Salad,Appetizer,7,12.49,87.43,Occasional,Cold,None
2024-05-05,Sunday,Coffee,Drink,10,26.25,262.5,Occasional,Cold,None
2025-02-01,Saturday,Steak,Main Course,5,15.35,76.75,Regular,Cold,Discount Day
2025-03-01,Saturday,Sushi,Main Course,5,23.63,118.15,Regular,Cold,Holiday
2024-03-26,Tuesday,Sushi,Main Course,10,8.03,80.3,New,Windy,None
2025-01-09,Thursday,Tea,Drink,4,25.84,103.36,Occasional,Cold,None
2025-02-03,Monday,Ice Cream,Dessert,5,10.66,53.3,Occasional,Stormy,None
2024-09-04,Wednesday,Coffee,Drink,9,9.28,83.52,Regular,Windy,None
2024-10-02,Wednesday,Tacos,Main Course,3,20.14,60.42,Regular,Rainy,Discount Day
2024-06-11,Tuesday,Coffee,Drink,9,19.57,176.13,Occasional,Sunny,None
2024-08-25,Sunday,Pizza,Main Course,1,29.94,29.94,New,Stormy,None
2024-12-20,Friday,Pasta,Main Course,2,26.51,53.02,New,Stormy,None
2025-03-02,Sunday,Coffee,Drink,6,9.82,58.92,New,Stormy,None
2025-02-04,Tuesday,Ice Cream,Dessert,10,8.3,83.0,New,Sunny,None
2025-02-13,Thursday,Burger,Main Course,5,11.95,59.75,Regular,Cold,None
2025-03-13,Thursday,Pizza,Main Course,3,23.09,69.27,Regular,Sunny,Festival
2024-10-08,Tuesday,Pasta,Main Course,6,7.67,46.02,New,Rainy,Holiday
2024-10-14,Monday,Ice Cream,Dessert,6,26.46,158.76,Occasional,Windy,Holiday
2024-06-26,Wednesday,Tacos,Main Course,4,13.27,53.08,Regular,Cloudy,Festival
2025-01-02,Thursday,Burger,Main Course,9,28.5,256.5,Occasional,Sunny,Weekend Special
2024-08-31,Saturday,Tea,Drink,4,28.61,114.44,Regular,Cold,None
2024-04-17,Wednesday,Salad,Appetizer,5,22.39,111.95,Regular,Rainy,None
2024-07-10,Wednesday,Salad,Appetizer,9,18.77,168.93,Regular,Rainy,None
2024-03-28,Thursday,Pasta,Main Course,4,25.72,102.88,Regular,Cloudy,Holiday
2024-08-31,Saturday,Burger,Main Course,4,9.87,39.48,Regular,Rainy,None
2025-01-12,Sunday,Salad,Appetizer,2,5.47,10.94,Regular,Stormy,Holiday
2024-05-19,Sunday,Tacos,Main Course,9,23.54,211.86,New,Cloudy,None
2024-10-25,Friday,Coffee,Drink,1,5.82,5.82,New,Cloudy,None
2024-05-25,Saturday,Pasta,Main Course,10,26.51,265.1,Regular,Windy,Discount Day
2024-11-07,Thursday,Pasta,Main Course,2,21.17,42.34,Occasional,Stormy,Festival
2024-12-24,Tuesday,Pizza,Main Course,8,11.59,92.72,Occasional,Cold,None
2024-07-21,Sunday,Steak,Main Course,1,8.88,8.88,New,Cold,Weekend Special
2024-11-02,Saturday,Pasta,Main Course,3,25.38,76.14,New,Cold,None
2024-05-14,Tuesday,Steak,Main Course,3,16.21,48.63,Regular,Rainy,None
2024-07-17,Wednesday,Pasta,Main Course,9,29.85,268.65,New,Rainy,None
2024-11-21,Thursday,Burger,Main Course,3,13.25,39.75,New,Sunny,None
2024-08-28,Wednesday,Burger,Main Course,4,5.55,22.2,Regular,Stormy,None
2025-03-04,Tuesday,Pizza,Main Course,2,21.76,43.52,Regular,Stormy,None
2024-09-26,Thursday,Burger,Main Course,8,26.4,211.2,Regular,Stormy,None
2024-05-16,Thursday,Steak,Main Course,6,11.23,67.38,New,Rainy,None
2025-02-03,Monday,Steak,Main Course,4,6.4,25.6,Occasional,Rainy,Weekend Special
2025-03-11,Tuesday,Tea,Drink,9,24.24,218.16,Occasional,Rainy,None
2024-09-05,Thursday,Salad,Appetizer,5,22.92,114.6,Occasional,Rainy,None
2024-06-20,Thursday,Coffee,Drink,5,16.46,82.3,Occasional,Windy,Festival
2025-02-28,Friday,Burger,Main Course,2,16.36,32.72,Regular,Rainy,None
2024-06-26,Wednesday,Pasta,Main Course,5,6.3,31.5,Regular,Stormy,Festival
2024-07-28,Sunday,Tacos,Main Course,5,21.51,107.55,New,Cloudy,Holiday
2024-08-21,Wednesday,Pizza,Main Course,8,21.05,168.4,New,Cold,Festival
2025-01-25,Saturday,Tacos,Main Course,2,20.56,41.12,Occasional,Rainy,Weekend Special
2024-03-30,Saturday,Burger,Main Course,7,13.99,97.93,New,Windy,Festival
2024-10-28,Monday,Ice Cream,Dessert,3,24.72,74.16,Regular,Rainy,None
2024-09-27,Friday,Pizza,Main Course,3,8.89,26.67,New,Windy,Holiday
2024-08-04,Sunday,Steak,Main Course,7,14.86,104.02,New,Cloudy,None
2024-03-26,Tuesday,Coffee,Drink,3,28.68,86.04,Regular,Cloudy,None
2024-08-11,Sunday,Tea,Drink,2,24.86,49.72,Regular,Sunny,None
2024-11-08,Friday,Burger,Main Course,2,18.27,36.54,Occasional,Sunny,None
2024-08-03,Saturday,Steak,Main Course,9,15.4,138.6,Occasional,Windy,None
2024-04-05,Friday,Pizza,Main Course,8,26.38,211.04,Occasional,Stormy,None
2024-07-01,Monday,Burger,Main Course,4,19.96,79.84,Regular,Windy,Discount Day
2025-03-10,Monday,Tea,Drink,5,22.36,111.8,Regular,Cold,Holiday
2024-06-25,Tuesday,Pizza,Main Course,8,7.55,60.4,Regular,Stormy,Weekend Special
2024-07-29,Monday,Sushi,Main Course,4,10.51,42.04,Regular,Rainy,None
2024-09-25,Wednesday,Sushi,Main Course,3,8.61,25.83,Regular,Stormy,None
2024-10-31,Thursday,Sushi,Main Course,10,26.98,269.8,Regular,Rainy,Weekend Special
2024-08-12,Monday,Burger,Main Course,9,25.41,228.69,Regular,Cold,None
2024-07-21,Sunday,Ice Cream,Dessert,1,12.62,12.62,Occasional,Stormy,None
2024-10-21,Monday,Tea,Drink,6,5.29,31.74,Regular,Rainy,None
2024-08-24,Saturday,Steak,Main Course,10,22.08,220.8,New,Cloudy,None
2025-01-23,Thursday,Tea,Drink,6,9.74,58.44,New,Stormy,None
2024-04-25,Thursday,Pasta,Main Course,7,15.68,109.76,New,Rainy,Weekend Special
2025-01-15,Wednesday,Tea,Drink,6,15.35,92.1,Regular,Stormy,Weekend Special
2024-09-19,Thursday,Ice Cream,Dessert,6,24.87,149.22,Regular,Cold,None
2024-11-03,Sunday,Burger,Main Course,7,7.01,49.07,Regular,Windy,None
2025-03-14,Friday,Tea,Drink,3,5.69,17.07,Regular,Cloudy,Weekend Special
2024-03-31,Sunday,Pasta,Main Course,10,12.15,121.5,Regular,Stormy,None
2025-02-19,Wednesday,Pasta,Main Course,10,12.94,129.4,New,Cloudy,None
2024-12-12,Thursday,Salad,Appetizer,7,11.11,77.77,New,Rainy,None
2024-05-06,Monday,Pasta,Main Course,10,23.07,230.7,New,Rainy,None
2024-04-13,Saturday,Tacos,Main Course,2,13.38,26.76,Regular,Windy,None
2025-02-27,Thursday,Coffee,Drink,6,7.43,44.58,Regular,Sunny,None
2025-02-02,Sunday,Coffee,Drink,1,6.09,6.09,New,Rainy,Holiday
2024-10-07,Monday,Pasta,Main Course,2,25.47,50.94,Regular,Rainy,None
2025-01-24,Friday,Pasta,Main Course,2,14.3,28.6,Regular,Cloudy,Weekend Special
2025-02-10,Monday,Pizza,Main Course,6,18.46,110.76,Occasional,Windy,None
2025-02-20,Thursday,Ice Cream,Dessert,7,12.45,87.15,Regular,Windy,None
2025-01-02,Thursday,Steak,Main Course,5,18.91,94.55,Regular,Cold,Discount Day
2025-02-19,Wednesday,Pasta,Main Course,1,6.06,6.06,Regular,Windy,Weekend Special
2024-07-02,Tuesday,Ice Cream,Dessert,8,20.96,167.68,Regular,Cold,None
2024-06-30,Sunday,Tacos,Main Course,7,12.04,84.28,Occasional,Cloudy,None
2024-12-02,Monday,Pizza,Main Course,10,15.88,158.8,Regular,Cold,None
2025-02-27,Thursday,Pizza,Main Course,10,8.52,85.2,Occasional,Rainy,None
2024-08-26,Monday,Salad,Appetizer,3,5.43,16.29,New,Sunny,None
2025-02-28,Friday,Tea,Drink,5,18.3,91.5,New,Sunny,None
2024-11-23,Saturday,Ice Cream,Dessert,9,27.93,251.37,New,Cloudy,Festival
2025-02-09,Sunday,Pizza,Main Course,8,26.57,212.56,Regular,Stormy,None
2024-12-29,Sunday,Tea,Drink,10,11.94,119.4,New,Sunny,None
2024-08-07,Wednesday,Coffee,Drink,4,7.77,31.08,New,Sunny,None
2024-05-04,Saturday,Tacos,Main Course,7,15.25,106.75,New,Cloudy,None
2024-10-28,Monday,Burger,Main Course,1,5.13,5.13,Occasional,Cloudy,None
2024-06-28,Friday,Steak,Main Course,4,18.6,74.4,Regular,Sunny,None
2024-05-10,Friday,Burger,Main Course,6,25.24,151.44,Regular,Windy,Festival
2024-06-18,Tuesday,Coffee,Drink,1,28.38,28.38,New,Rainy,Weekend Special
2025-01-21,Tuesday,Tea,Drink,3,21.5,64.5,New,Windy,None
2024-06-10,Monday,Ice Cream,Dessert,7,18.35,128.45,Regular,Stormy,Holiday
2024-08-09,Friday,Salad,Appetizer,4,9.43,37.72,New,Rainy,Festival
2024-06-04,Tuesday,Coffee,Drink,10,27.32,273.2,New,Rainy,None
2024-10-02,Wednesday,Ice Cream,Dessert,7,27.5,192.5,Regular,Cold,None
2025-01-21,Tuesday,Coffee,Drink,7,9.43,66.01,Regular,Rainy,None
2024-09-15,Sunday,Sushi,Main Course,2,5.02,10.04,Regular,Rainy,None
2025-01-15,Wednesday,Pasta,Main Course,4,27.5,110.0,New,Rainy,None
2024-05-27,Monday,Coffee,Drink,9,23.28,209.52,Regular,Rainy,None
2025-03-18,Tuesday,Tea,Drink,2,18.21,36.42,Regular,Cloudy,Weekend Special
2024-04-29,Monday,Burger,Main Course,7,28.82,201.74,Regular,Stormy,None
2024-07-08,Monday,Burger,Main Course,7,23.89,167.23,New,Windy,None
2024-08-14,Wednesday,Coffee,Drink,9,7.51,67.59,New,Cold,None
2024-11-27,Wednesday,Pizza,Main Course,10,8.19,81.9,New,Stormy,None
2024-09-05,Thursday,Coffee,Drink,2,13.81,27.62,New,Windy,Festival
2025-03-11,Tuesday,Salad,Appetizer,9,22.32,200.88,Regular,Stormy,None
2024-09-24,Tuesday,Burger,Main Course,3,22.54,67.62,Regular,Cloudy,Discount Day
2024-07-31,Wednesday,Tacos,Main Course,9,14.61,131.49,Regular,Cold,None
2024-03-30,Saturday,Pizza,Main Course,3,13.09,39.27,Regular,Windy,None
2024-05-11,Saturday,Tea,Drink,3,13.59,40.77,Regular,Cold,None
2025-01-01,Wednesday,Burger,Main Course,8,23.45,187.6,Occasional,Windy,Festival
2025-03-07,Friday,Burger,Main Course,8,11.7,93.6,Regular,Windy,None
2024-04-07,Sunday,Tea,Drink,5,6.57,32.85,Regular,Windy,None
2024-11-14,Thursday,Burger,Main Course,9,5.1,45.9,New,Stormy,None
2024-10-09,Wednesday,Ice Cream,Dessert,5,18.98,94.9,New,Windy,None
2024-08-21,Wednesday,Sushi,Main Course,2,28.84,57.68,Regular,Windy,Festival
2024-05-22,Wednesday,Sushi,Main Course,2,15.27,30.54,Regular,Stormy,None
2024-06-01,Saturday,Steak,Main Course,4,14.97,59.88,New,Windy,None
2025-02-18,Tuesday,Tacos,Main Course,5,24.41,122.05,New,Cold,None
2024-07-12,Friday,Burger,Main Course,10,9.17,91.7,New,Stormy,Festival
2024-04-06,Saturday,Steak,Main Course,3,7.96,23.88,Occasional,Sunny,None
2024-08-05,Monday,Pasta,Main Course,8,5.98,47.84,Regular,Windy,None
2024-09-25,Wednesday,Burger,Main Course,1,26.0,26.0,Regular,Windy,Festival
2024-10-15,Tuesday,Steak,Main Course,9,7.61,68.49,Regular,Windy,Festival
2025-02-13,Thursday,Tea,Drink,9,9.75,87.75,New,Sunny,None
2024-06-06,Thursday,Sushi,Main Course,9,18.78,169.02,New,Cloudy,None
2024-06-18,Tuesday,Pizza,Main Course,9,13.69,123.21,Occasional,Rainy,None
2024-11-16,Saturday,Ice Cream,Dessert,6,27.88,167.28,Regular,Rainy,None
2025-01-19,Sunday,Steak,Main Course,7,23.99,167.93,Regular,Windy,Festival
2025-01-16,Thursday,Tea,Drink,6,21.13,126.78,Regular,Cold,None
2025-01-05,Sunday,Pizza,Main Course,9,11.53,103.77,New,Stormy,Discount Day
2025-01-03,Friday,Sushi,Main Course,7,16.22,113.54,Regular,Stormy,Weekend Special
2024-12-02,Monday,Burger,Main Course,2,18.27,36.54,Regular,Cloudy,Festival
2025-02-23,Sunday,Burger,Main Course,2,20.78,41.56,Regular,Cold,Festival
2024-11-25,Monday,Pizza,Main Course,1,10.77,10.77,Occasional,Cold,Weekend Special
2025-01-19,Sunday,Sushi,Main Course,3,20.04,60.12,Occasional,Stormy,None
2024-08-15,Thursday,Steak,Main Course,7,18.97,132.79,Occasional,Cold,None
2025-02-27,Thursday,Burger,Main Course,7,8.54,59.78,New,Sunny,None
2024-07-01,Monday,Steak,Main Course,10,19.93,199.3,Occasional,Rainy,None
2024-06-30,Sunday,Tacos,Main Course,3,9.61,28.83,Occasional,Sunny,None
2024-07-20,Saturday,Steak,Main Course,4,10.39,41.56,New,Cloudy,None
2025-03-08,Saturday,Burger,Main Course,5,17.47,87.35,Regular,Stormy,None
2024-06-20,Thursday,Sushi,Main Course,6,14.31,85.86,Regular,Stormy,None
2024-08-18,Sunday,Pizza,Main Course,4,18.36,73.44,Regular,Stormy,Festival
2024-10-14,Monday,Pasta,Main Course,5,13.33,66.65,Regular,Sunny,None
2024-12-22,Sunday,Tea,Drink,1,5.08,5.08,Regular,Rainy,None
2024-11-01,Friday,Pizza,Main Course,2,28.23,56.46,New,Rainy,Weekend Special
2024-11-06,Wednesday,Pasta,Main Course,8,17.37,138.96,Regular,Cold,None
